AMIE,Nombre_Institucion,Provincia,Canton,Parroquia,Sostenimiento,Area,Total_Anios_Registrados,Primer_Anio,Ultimo_Anio
01H01533,25 DE DICIEMBRE,AZUAY,CAMILO PONCE ENRIQUEZ,CAMILO PONCE ENRIQUEZ,Fiscal,Urbana,17,2009-2010,2025-2026
01H00861,ALFONSO MORENO MORA,AZUAY,CUENCA,TARQUI,Fiscal,Rural,17,2009-2010,2025-2026
01H00460,ARCO DEL SABER,AZUAY,CUENCA,YANUNCAY,Particular,Urbana,16,2009-2010,2024-2025
01H00833,DORA BEATRIZ CANELOS,AZUAY,CUENCA,SIDCAY,Fiscal,Rural,17,2009-2010,2025-2026
01H01083,GENERAL DAVALOS,AZUAY,NABON,NABON,Fiscal,Urbana,17,2009-2010,2025-2026
01H00753,GONZALO CORDERO DAVILA,AZUAY,CUENCA,QUINGEO,Fiscal,Rural,8,2009-2010,2016-2017
01H00002,HOME SCHOOL,AZUAY,CUENCA,BELLAVISTA,Particular,Urbana,6,2009-2010,2014-2015
01H00988,INSTITUTO DE EDUCACION ESPECIAL GUALACEO,AZUAY,GUALACEO,GUALACEO,Fiscal,Urbana,17,2009-2010,2025-2026
01H01096,JERONIMO CARRION,AZUAY,NABON,NABON,Fiscal,Urbana,17,2009-2010,2025-2026
01H00958,JUAN JOSE FLORES,AZUAY,GIRON,GIRON,Fiscal,Urbana,17,2009-2010,2025-2026
01H00037,JULIO MARIA MATOVELLE,AZUAY,CUENCA,BELLAVISTA,Fiscal,Urbana,17,2009-2010,2025-2026
01H01159,JULIO MARIA MATOVELLE,AZUAY,PAUTE,PAUTE,Particular,Urbana,17,2009-2010,2025-2026
01H00705,MIGUEL CHERREZ MALDONADO,AZUAY,CUENCA,NULTI,Fiscal,Rural,13,2009-2010,2025-2026
01H00709,OCTAVIO CORDERO PALACIOS,AZUAY,CUENCA,OCTAVIO CORDERO PALACIOS (STA. ROSA),Fiscal,Rural,17,2009-2010,2025-2026
01H00456,PORVENIR,AZUAY,CUENCA,YANUNCAY,Particular,Urbana,17,2009-2010,2025-2026
01H00860,SAN MIGUEL,AZUAY,CUENCA,TARQUI,Fiscal,Rural,15,2009-2010,2023-2024
01H01556,SANTA ROSA,AZUAY,CAMILO PONCE ENRIQUEZ,CAMILO PONCE ENRIQUEZ,Fiscal,Urbana,17,2009-2010,2025-2026
01H00550,TECNICO CUMBE,AZUAY,CUENCA,CUMBE,Fiscal,Rural,17,2009-2010,2025-2026
02H00553,12 DE FEBRERO,BOLIVAR,SAN MIGUEL,BILOVAN,Fiscal,Rural,17,2009-2010,2025-2026
02B00102,20 DE AGOSTO,BOLIVAR,GUARANDA,FACUNDO VELA,Fiscal,Rural,17,2009-2010,2025-2026
02H00628,ABRAHAN PAREDES GAVIDIA,BOLIVAR,CALUMA,CALUMA,Fiscal,Urbana,17,2009-2010,2025-2026
02H00369,CRISTOBAL COLON,BOLIVAR,CHIMBO,LA MAGDALENA (CHAPACOTO),Fiscal,Rural,6,2009-2010,2014-2015
02H00392,ESCUELA LIZARDO GARCIA,BOLIVAR,CHIMBO,TELIMBELA,Fiscal,Rural,17,2009-2010,2025-2026
02H00173,EUGENIO ESPEJO,BOLIVAR,GUARANDA,SANTA FE (SANTA FE),Fiscal,Rural,17,2009-2010,2025-2026
02H00419,FRANKLIN ROOSEVELT,BOLIVAR,ECHEANDIA,ECHEANDIA,Fiscal,Urbana,17,2009-2010,2025-2026
02H00147,GERARDO DEL POZO,BOLIVAR,GUARANDA,SALINAS,Fiscal,Rural,6,2009-2010,2014-2015
02B00020,HUMBERTO VACAS GOMEZ,BOLIVAR,GUARANDA,GUANUJO,Fiscal,Urbana,6,2009-2010,2014-2015
02H00259,JOSE MARIA PLACIDO CAAMAÃO,BOLIVAR,CHILLANES,CHILLANES,Fiscal,Urbana,6,2009-2010,2014-2015
02H00639,MARIA AUXILIADOR ESCUELA,BOLIVAR,CALUMA,CALUMA,Particular,Urbana,17,2009-2010,2025-2026
02H00634,PASAGUA,BOLIVAR,CALUMA,CALUMA,Fiscal,Urbana,6,2009-2010,2014-2015
02H00660,PRIMERO DE MAYO,BOLIVAR,CALUMA,CALUMA,Fiscal,Urbana,14,2009-2010,2022-2023
02H00722,SAN LUIS DE PAMBIL,BOLIVAR,GUARANDA,SAN LUIS DE PAMBIL,Fiscomisional,Rural,16,2009-2010,2025-2026
04H00195,12 DE FEBRERO,CARCHI,BOLIVAR,SAN RAFAEL,Fiscal,Rural,13,2009-2010,2021-2022
04H00416,HUACA,CARCHI,SAN PEDRO DE HUACA,HUACA,Fiscal,Urbana,17,2009-2010,2025-2026
04H00063,LUIS H BOLAÃOS,CARCHI,TULCAN,EL CARMELO (EL PUN),Fiscal,Rural,17,2009-2010,2025-2026
04H00280,MONSEÃOR LEONIDAS PROAÃO,CARCHI,MIRA,CONCEPCION,Fiscal,Rural,8,2009-2010,2016-2017
04H00334,PABLO MUÃOZ VEGA,CARCHI,MONTUFAR,GONZALEZ SUAREZ,Fiscomisional,Urbana,17,2009-2010,2025-2026
04H00007,PLASTILINA,CARCHI,TULCAN,GONZALEZ SUAREZ,Particular,Urbana,17,2009-2010,2025-2026
04H00001,PRIMERO DE MAYO,CARCHI,TULCAN,GONZALEZ SUAREZ,Municipal,Urbana,17,2009-2010,2025-2026
04H00023,SAGRADO CORAZON DE JESUS,CARCHI,TULCAN,GONZALEZ SUAREZ,Fiscomisional,Urbana,17,2009-2010,2025-2026
03H00432,ATAHUALPA,CAÃAR,CAÃAR,INGAPIRCA,Fiscal,Rural,17,2009-2010,2025-2026
03H00553,CARLOS AGUILAR VAZQUEZ,CAÃAR,LA TRONCAL,MANUEL J. CALLE,Fiscal,Rural,6,2009-2010,2014-2015
03B00127,CECIB JOSE ERNESTO SUMBA SAULA,CAÃAR,SUSCAL,SUSCAL,Fiscal,Urbana,17,2009-2010,2025-2026
03H00164,CESAR PESANTEZ ROJAS,CAÃAR,AZOGUES,PINDILIG,Fiscal,Rural,17,2009-2010,2025-2026
03H00248,COLOMBIA,CAÃAR,BIBLIAN,NAZON (CAB. EN PAMPA DE DOMINGUEZ),Fiscal,Rural,17,2009-2010,2025-2026
03H00577,MARIANA DE JESUS,CAÃAR,EL TAMBO,EL TAMBO,Particular,Urbana,17,2009-2010,2025-2026
03H00513,SAN GABRIEL,CAÃAR,LA TRONCAL,LA TRONCAL,Particular,Urbana,17,2009-2010,2025-2026
06B00490,14 DE ABRIL,CHIMBORAZO,GUAMOTE,PALMIRA,Fiscal,Rural,17,2009-2010,2025-2026
06B00503,7 DE ABRIL,CHIMBORAZO,GUAMOTE,PALMIRA,Fiscal,Rural,17,2009-2010,2025-2026
06H01007,7 DE MARZO,CHIMBORAZO,GUAMOTE,PALMIRA,Fiscal,Rural,6,2009-2010,2014-2015
06B00506,AMBROSIO LASSO,CHIMBORAZO,GUAMOTE,PALMIRA,Fiscal,Rural,17,2009-2010,2025-2026
06H00337,ANDOAS,CHIMBORAZO,RIOBAMBA,CUBIJIES,Fiscal,Rural,17,2009-2010,2025-2026
06H00594,ANTONIO ANTE,CHIMBORAZO,ALAUSI,HUIGRA,Fiscal,Rural,17,2009-2010,2025-2026
06B00511,CAPITAN GEOVANNY CALLES LASCANO,CHIMBORAZO,GUAMOTE,PALMIRA,Fiscal,Rural,17,2009-2010,2025-2026
06H00776,CARLOS VALLEJO BASABE,CHIMBORAZO,COLTA,JUAN DE VELASCO (PANGOR),Fiscal,Rural,6,2009-2010,2014-2015
06H00741,COLEGIO 28 DE AGOSTO,CHIMBORAZO,COLTA,CAÃI,Fiscal,Rural,17,2009-2010,2025-2026
06H00687,COLEGIO NACIONAL 15 DE AGOSTO,CHIMBORAZO,COLTA,CAJABAMBA,Fiscal,Urbana,17,2009-2010,2025-2026
06B00607,COLEGIO TECNICO AGROPECUARIO POLITECNICA DE CHIMBORAZO,CHIMBORAZO,RIOBAMBA,LICTO,Fiscal,Rural,17,2009-2010,2025-2026
06B00232,ESCUELA MIXTA PEDRO VICENTE ALTAMIRANO,CHIMBORAZO,COLTA,SICALPA,Fiscal,Urbana,6,2009-2010,2015-2016
06H01102,FLAVIO ALFARO,CHIMBORAZO,GUANO,SAN ANDRES,Fiscal,Rural,17,2009-2010,2025-2026
06B00517,GALO ATIAGA BUSTILLOS,CHIMBORAZO,GUAMOTE,PALMIRA,Fiscomisional,Rural,17,2009-2010,2025-2026
06H00351,JOSE FELIX HEREDIA,CHIMBORAZO,RIOBAMBA,LICTO,Fiscal,Rural,11,2009-2010,2019-2020
06H01095,NUEVE DE OCTUBRE,CHIMBORAZO,GUANO,SAN ANDRES,Fiscal,Rural,17,2009-2010,2025-2026
06H00591,PEDRO MONCAYO,CHIMBORAZO,ALAUSI,HUIGRA,Fiscal,Rural,6,2009-2010,2014-2015
06H00496,PROVINCIA DEL CAÃAR,CHIMBORAZO,RIOBAMBA,SAN JUAN,Fiscal,Rural,7,2009-2010,2015-2016
06H01285,RED EDUCATIVA   RURAL PUELA,CHIMBORAZO,PENIPE,PUELA,Fiscal,Rural,12,2009-2010,2020-2021
06H01082,RED EDUCATIVA SAN PABLO,CHIMBORAZO,GUANO,SAN ANDRES,Fiscal,Rural,17,2009-2010,2025-2026
06H00299,VICENTE ROCAFUERTE,CHIMBORAZO,RIOBAMBA,LICAN,Fiscal,Urbana,17,2009-2010,2025-2026
06H01206,VIDAL PASTOR LARREA,CHIMBORAZO,GUANO,VALPARAISO,Fiscal,Rural,14,2009-2010,2022-2023
05H00631,ALONSO ATI,COTOPAXI,SALCEDO,SAN MIGUEL,Fiscal,Urbana,17,2009-2010,2025-2026
05H00297,CAMILO PONCE ENRIQUEZ,COTOPAXI,LA MANA,LA MANA,Fiscal,Urbana,6,2009-2010,2014-2015
05H00216,CESAR MOYA SANCHEZ,COTOPAXI,LATACUNGA,TOACASO,Fiscal,Rural,17,2009-2010,2025-2026
05H00543,DR.EDMUNDO CARBO,COTOPAXI,PUJILI,GUANGAJE,Fiscal,Rural,17,2009-2010,2025-2026
05H00760,ESCUELAFISCAL MISTA CIUDAD DE ASUNCION,COTOPAXI,SIGCHOS,CHUGCHILLAN,Fiscal,Rural,17,2009-2010,2025-2026
05H00675,GENERAL DE POLICIA JORGE POVEDA ZUÃIGA,COTOPAXI,SAQUISILI,SAQUISILI,Particular,Urbana,17,2009-2010,2025-2026
05B00018,GRAL RUMIÃAHUI,COTOPAXI,PUJILI,PUJILI,Fiscal,Urbana,7,2009-2010,2015-2016
05B00127,HUGO ENRIQUE ARGUELLO NAVARRO,COTOPAXI,SIGCHOS,CHUGCHILLAN,Fiscal,Rural,17,2009-2010,2025-2026
05H00490,LUIS NAPOLEON DILLON,COTOPAXI,PUJILI,PUJILI,Fiscal,Urbana,17,2009-2010,2025-2026
05B00117,MONSENOR LORENZO VOLTOLINI URUGUAY,COTOPAXI,LATACUNGA,IGNACIO FLORES (PARQUE FLORES),Fiscal,Urbana,17,2009-2010,2025-2026
05H00280,PEDRO FRANCISCO DAVILA,COTOPAXI,LA MANA,LA MANA,Fiscal,Urbana,17,2009-2010,2025-2026
05H00443,PRIMERO DE JUNIO,COTOPAXI,PANGUA,RAMON CAMPAÃA,Fiscal,Rural,17,2009-2010,2025-2026
05H00650,ROSA MERCEDES GARCES,COTOPAXI,SALCEDO,CUSUBAMBA,Fiscal,Rural,17,2009-2010,2025-2026
05H00107,SAGRADO CORAZON DE JESUS,COTOPAXI,LATACUNGA,LA MATRIZ,Particular,Urbana,17,2009-2010,2025-2026
05B00014,SIN NOMBRE LA MONICA,COTOPAXI,LATACUNGA,TOACASO,Fiscal,Rural,17,2009-2010,2025-2026
05H00806,TNTE EDMUNDO CHIRIBOGA,COTOPAXI,SIGCHOS,PALO QUEMADO,Fiscal,Rural,17,2009-2010,2025-2026
07H00987,13 DE ABRIL,EL ORO,PIÃAS,SAN ROQUE (AMBROSIO MALDONADO),Fiscal,Rural,17,2009-2010,2025-2026
07H01260,7 DE SEPTIEMBRE,EL ORO,ZARUMA,MULUNCAY GRANDE,Fiscal,Rural,17,2009-2010,2025-2026
07H01100,ABDON CALDERON MUÃOZ,EL ORO,SANTA ROSA,SANTA ROSA,Fiscal,Urbana,17,2009-2010,2025-2026
07H00899,ALFONSO CARMONA BENENAULA,EL ORO,PASAJE,PROGRESO,Fiscal,Rural,17,2009-2010,2025-2026
07H00499,CENTRO DE FORMACION ARTESANAL ANEXO NAPO PASTAZA,EL ORO,BALSAS,BALSAS,Fiscal,Urbana,6,2009-2010,2014-2015
07H00512,CIUDAD DE BALSAS,EL ORO,BALSAS,BELLAMARIA,Fiscal,Rural,14,2009-2010,2025-2026
07H00764,DR JORGE ZAVALA BAQUERIZO,EL ORO,MARCABELI,EL INGENIO,Fiscal,Rural,17,2009-2010,2025-2026
07H00753,DR. BERNARDO AGUILAR,EL ORO,MARCABELI,MARCABELI,Fiscal,Urbana,7,2009-2010,2025-2026
07H00494,EL ORO,EL ORO,ATAHUALPA,SAN JOSE,Fiscal,Rural,17,2009-2010,2025-2026
07H01271,HECTOR LARA ZAMBRANO,EL ORO,LAS LAJAS,LA VICTORIA,Fiscal,Urbana,6,2009-2010,2014-2015
07H01076,HISPANO AMERICANO,EL ORO,SANTA ROSA,SANTA ROSA,Particular,Urbana,17,2009-2010,2025-2026
07H00724,JACINTA VALDIVIEZO BANEGAS,EL ORO,HUAQUILLAS,MILTON REYES,Fiscal,Urbana,17,2009-2010,2025-2026
07H01069,JOSE MARIA VELAZ S. J. EXT 20,EL ORO,SANTA ROSA,SANTA ROSA,Fiscomisional,Urbana,13,2009-2010,2021-2022
07H00011,LA PROVIDENCIA,EL ORO,MACHALA,LA PROVIDENCIA,Fiscal,Urbana,17,2009-2010,2025-2026
07H00926,LEOVIGILDO LOAYZA LOAYZA,EL ORO,PIÃAS,LA MATRIZ,Fiscal,Urbana,17,2009-2010,2025-2026
07H00543,MANUEL HORTENCIO NAGUA,EL ORO,CHILLA,CHILLA,Fiscal,Urbana,17,2009-2010,2025-2026
07H00359,MI LINDO ECUADOR,EL ORO,MACHALA,MACHALA,Particular,Urbana,17,2009-2010,2025-2026
07H00880,OLIVA CARDENAS DE SANCHEZ,EL ORO,PASAJE,LA PEAÃA,Fiscal,Rural,17,2009-2010,2025-2026
07H01125,ORIENTE ECUATORIANO,EL ORO,SANTA ROSA,BELLAVISTA,Fiscal,Rural,17,2009-2010,2025-2026
07H00144,PUERTO BOLIVAR,EL ORO,MACHALA,PUERTO BOLIVAR,Fiscal,Urbana,7,2009-2010,2015-2016
07H00646,SIN NOMBRE 01,EL ORO,EL GUABO,TENDALES (CAB. EN PUERTO TENDALES),Fiscal,Rural,17,2009-2010,2025-2026
07H00021,TIA BLANQUITA,EL ORO,MACHALA,LA PROVIDENCIA,Particular,Urbana,17,2009-2010,2025-2026
07H00098,VICKER,EL ORO,MACHALA,LA PROVIDENCIA,Particular,Urbana,9,2009-2010,2017-2018
07H00305,VIRGEN DE AMERICA,EL ORO,MACHALA,MACHALA,Fiscomisional,Urbana,16,2009-2010,2024-2025
07H00909,WALTER TEOFILO SERRANO BATALLAS,EL ORO,PASAJE,UZHCURRUMI,Fiscal,Rural,6,2009-2010,2014-2015
08H00114,24 DE JULIO,ESMERALDAS,ESMERALDAS,ESMERALDAS,Fiscal,Urbana,6,2009-2010,2014-2015
08H00596,ALBERTO PERDOMO FRANCO,ESMERALDAS,MUISNE,DAULE,Fiscal,Rural,17,2009-2010,2025-2026
08H01145,BENITO JUAREZ,ESMERALDAS,LA CONCORDIA,LA CONCORDIA,Particular,Urbana,6,2009-2010,2014-2015
08H00649,CIUDAD DE CUENCA,ESMERALDAS,MUISNE,SAN GREGORIO,Fiscal,Rural,6,2009-2010,2014-2015
08H00633,CIUDAD DE PORTOVIEJO,ESMERALDAS,MUISNE,SAN GREGORIO,Fiscal,Rural,6,2009-2010,2014-2015
08H01160,COLEGIO DE EDUCACION POPULAR 8 DE SEPTIEMBRE,ESMERALDAS,LA CONCORDIA,LA CONCORDIA,Fiscal,Urbana,8,2009-2010,2016-2017
08H00187,COLEGIO NACIONAL TECNICO DR  LUIS PRADO VITERI,ESMERALDAS,ESMERALDAS,BARTOLOME RUIZ (CESAR FRANCO CARRION),Fiscal,Urbana,17,2009-2010,2025-2026
08H00621,DAVID GABRIEL FAHRENHEIT,ESMERALDAS,MUISNE,SAN FRANCISCO,Fiscal,Rural,8,2009-2010,2025-2026
08B00024,EL SALVADOR,ESMERALDAS,ELOY ALFARO,SAN FRANCISCO DE ONZOLE,Fiscal,Rural,17,2009-2010,2025-2026
08B00034,ESC. ATALAYA,ESMERALDAS,ELOY ALFARO,TELEMBI,Fiscal,Rural,17,2009-2010,2025-2026
08H00530,ESCUELA 5 DE JUNIO,ESMERALDAS,ELOY ALFARO,TELEMBI,Fiscal,Rural,7,2009-2010,2015-2016
08H01382,ESCUELA COMUNITARIA MIXTA SANTA ROSA,ESMERALDAS,RIOVERDE,CHUMUNDE,Fiscal,Rural,17,2009-2010,2025-2026
08H01533,ESCUELA FISCAL MIXTA JOSE PERALTA,ESMERALDAS,QUININDE,LA UNION,Fiscal,Rural,17,2009-2010,2025-2026
08H00789,ESCUELA SAN RAMON,ESMERALDAS,QUININDE,ROSA ZARATE (QUININDE),Fiscal,Urbana,17,2009-2010,2025-2026
08H01577,EUJENIO ESPEJO,ESMERALDAS,QUININDE,LA UNION,Fiscal,Rural,15,2009-2010,2023-2024
08H00330,JARDIN LOS GREGORITOS,ESMERALDAS,ESMERALDAS,TACHINA,Fiscal,Rural,6,2009-2010,2014-2015
08H01205,JILGUERITO,ESMERALDAS,SAN LORENZO,SAN LORENZO,Fiscal,Urbana,6,2009-2010,2014-2015
08H01086,JOSE MARIA VELASCO IBARRA,ESMERALDAS,QUININDE,LA UNION,Fiscal,Rural,16,2009-2010,2025-2026
08H01091,LA INDEPENDENCIA,ESMERALDAS,QUININDE,LA UNION,Fiscal,Rural,17,2009-2010,2025-2026
08H00363,SAN DANIEL COMBONI,ESMERALDAS,ESMERALDAS,VUELTA LARGA,Fiscomisional,Rural,17,2009-2010,2025-2026
08H01586,SIN NOMBRE    LOS  MACHINES,ESMERALDAS,ELOY ALFARO,ANCHAYACU,Fiscal,Rural,17,2009-2010,2025-2026
08H00131,UNIDAD EDUCATIVA A DISTANCIA,ESMERALDAS,ESMERALDAS,5 DE AGOSTO,Fiscomisional,Urbana,17,2009-2010,2025-2026
08B00015,VUELTA MICO,ESMERALDAS,SAN LORENZO,TULULBI (CAB. EN RICAURTE),Fiscal,Rural,17,2009-2010,2025-2026
20H00009,CARLOS DARWIN,GALAPAGOS,SAN CRISTOBAL,EL PROGRESO,Fiscal,Rural,17,2009-2010,2025-2026
09H04606,10 DE AGOSTO,GUAYAS,PEDRO CARBO,SABANILLA,Particular,Rural,6,2009-2010,2014-2015
09H04932,15 DE JUNIO,GUAYAS,SALITRE,JUNQUILLAL,Fiscal,Rural,6,2009-2010,2014-2015
09H04138,17 DE SEPTIEMBRE,GUAYAS,MILAGRO,MILAGRO,Fiscal,Urbana,17,2009-2010,2025-2026
09H04457,19 DE MAYO,GUAYAS,PALESTINA,PALESTINA,Fiscal,Urbana,6,2009-2010,2014-2015
09H04553,2 DE AGOSTO,GUAYAS,PEDRO CARBO,PEDRO CARBO,Fiscal,Urbana,17,2009-2010,2025-2026
09H03032,26 DE SEPTIEMBRE,GUAYAS,BALZAR,BALZAR,Fiscal,Urbana,9,2009-2010,2025-2026
09H02903,8 DE MAYO,GUAYAS,BALAO,BALAO,Fiscal,Urbana,17,2009-2010,2025-2026
09H03956,ABDON CALDERON MUÃOZ NO 17,GUAYAS,EL EMPALME,GUAYAS (PUEBLO NUEVO),Fiscal,Rural,17,2009-2010,2025-2026
09H04128,ANA PETRONILA PONCE,GUAYAS,MILAGRO,MILAGRO,Fiscal,Urbana,6,2009-2010,2014-2015
09H05012,ANDRES FRERES TEJADA,GUAYAS,SAN JACINTO DE YAGUACHI,GENERAL PEDRO J. MONTERO (BOLICHE),Fiscal,Rural,6,2009-2010,2014-2015
09H00801,BATALLA DE JAMBELI,GUAYAS,GUAYAQUIL,TARQUI,Particular,Urbana,17,2009-2010,2025-2026
09H02087,BENJAMIN CORDERO Y LEON,GUAYAS,GUAYAQUIL,XIMENA,Particular,Urbana,6,2009-2010,2014-2015
09H00201,BETANIA,GUAYAS,GUAYAQUIL,FEBRES CORDERO,Particular,Urbana,17,2009-2010,2025-2026
09H00572,CARLOS GUILLERMO ROHDE,GUAYAS,GUAYAQUIL,LETAMENDI,Particular,Urbana,11,2009-2010,2019-2020
09H04185,CARLOS MORENO ARIAS,GUAYAS,MILAGRO,MILAGRO,Fiscal,Urbana,17,2009-2010,2025-2026
09H00055,CERRO DEL CARMEN,GUAYAS,GUAYAQUIL,CARBO (CONCEPCION),Fiscal,Urbana,17,2009-2010,2025-2026
09H00760,CESAR ALONSO VILLACIS MADRIL,GUAYAS,GUAYAQUIL,TARQUI,Fiscal,Urbana,17,2009-2010,2025-2026
09H00736,CINCO DE OCTUBRE,GUAYAS,GUAYAQUIL,TARQUI,Fiscal,Urbana,17,2009-2010,2025-2026
09H04130,CLEMENTINA ESPINOZA CORDERO,GUAYAS,EL TRIUNFO,EL TRIUNFO,Particular,Urbana,6,2009-2010,2014-2015
09H00764,COLEGIO  JULIAN  CORONEL,GUAYAS,GUAYAQUIL,TARQUI,Particular,Urbana,6,2009-2010,2014-2015
09H03222,COLEGIO FISCAL TECNICO DAULE,GUAYAS,DAULE,DAULE,Fiscal,Urbana,17,2009-2010,2025-2026
09H05564,COMIENZOS,GUAYAS,GUAYAQUIL,ROCA,Particular,Urbana,6,2009-2010,2014-2015
09H04801,CONCEPCION MARQUEZ DE ALMEIDA,GUAYAS,SANTA LUCIA,SANTA LUCIA,Fiscal,Urbana,17,2009-2010,2025-2026
09H03146,CRISTO DEL CONSUELO,GUAYAS,COLIMES,COLIMES,Fiscal,Urbana,17,2009-2010,2025-2026
09H03935,DIVINO NIÃO JESUS,GUAYAS,EL EMPALME,GUAYAS (PUEBLO NUEVO),Municipal,Rural,6,2009-2010,2014-2015
09H02229,EL ARBOL DE LA ESPERANZA,GUAYAS,GUAYAQUIL,XIMENA,Particular,Urbana,7,2009-2010,2015-2016
09H03778,EL ROCIO,GUAYAS,EL EMPALME,VELASCO IBARRA (CAB. EL EMPALME),Fiscal,Urbana,6,2009-2010,2014-2015
09H03228,ELIAS ALVARADO QUINTO,GUAYAS,DAULE,DAULE,Fiscal,Urbana,17,2009-2010,2025-2026
09H02662,ELIAS SEVERO BOHORQUEZ PLUAS,GUAYAS,GUAYAQUIL,CHONGON,Fiscal,Urbana,17,2009-2010,2025-2026
09H00277,ELIECER NEPTALI FIALLOS,GUAYAS,GUAYAQUIL,FEBRES CORDERO,Particular,Urbana,12,2009-2010,2020-2021
09H03144,ELOY ALFARO,GUAYAS,COLIMES,COLIMES,Fiscal,Urbana,17,2009-2010,2025-2026
09H00810,ENRIQUE GRAU RUIZ,GUAYAS,GUAYAQUIL,TARQUI,Fiscal,Urbana,17,2009-2010,2025-2026
09H02770,ENSUEÃOS DE FE,GUAYAS,GUAYAQUIL,PASCUALES,Fiscal,Urbana,17,2009-2010,2025-2026
09H02057,ESC SANTA ROSA DE LIMA,GUAYAS,GUAYAQUIL,XIMENA,Particular,Urbana,17,2009-2010,2025-2026
09H01414,ESPERANZA DE URBANOR,GUAYAS,GUAYAQUIL,TARQUI,Particular,Urbana,6,2009-2010,2014-2015
09H02895,EUGENIO  ESPEJO,GUAYAS,BALAO,BALAO,Fiscal,Urbana,17,2009-2010,2025-2026
09H05559,FLOR DEL NORTE,GUAYAS,GUAYAQUIL,TARQUI,Particular,Urbana,17,2009-2010,2025-2026
09H00259,FLORECER DEL SABER,GUAYAS,GUAYAQUIL,FEBRES CORDERO,Particular,Urbana,17,2009-2010,2025-2026
09H01470,GABRIELA MISTRAL,GUAYAS,GUAYAQUIL,TARQUI,Fiscal,Urbana,10,2009-2010,2018-2019
09H01997,GABRIELA MISTRAL,GUAYAS,GUAYAQUIL,XIMENA,Particular,Urbana,8,2009-2010,2016-2017
09H05414,GAUSS,GUAYAS,GUAYAQUIL,TARQUI,Particular,Urbana,13,2009-2010,2021-2022
09H03460,GOTITAS DE GENTE,GUAYAS,DURAN,ELOY ALFARO (DURAN),Particular,Urbana,6,2009-2010,2014-2015
09H01393,GOTITAS DEL SABER 1124,GUAYAS,GUAYAQUIL,TARQUI,Particular,Urbana,6,2009-2010,2014-2015
09H01388,GUILLERMO FLORES ZAPATA,GUAYAS,GUAYAQUIL,TARQUI,Particular,Urbana,6,2009-2010,2014-2015
09H05329,HIGINIO BRIONES MARTINEZ,GUAYAS,EL EMPALME,GUAYAS (PUEBLO NUEVO),Fiscal,Rural,17,2009-2010,2025-2026
09H02452,HISPANO SUR,GUAYAS,GUAYAQUIL,XIMENA,Particular,Urbana,6,2009-2010,2014-2015
09H00947,HORIZONTES DEL GUERRERO,GUAYAS,GUAYAQUIL,TARQUI,Fiscal,Urbana,17,2009-2010,2025-2026
09H00392,HUERTO DE LOS OLIVOS,GUAYAS,GUAYAQUIL,FEBRES CORDERO,Particular,Urbana,6,2009-2010,2014-2015
09H03364,HUMBERTO   MOREIRA   MARQUEZ,GUAYAS,DAULE,LAUREL,Fiscal,Rural,17,2009-2010,2025-2026
09H00006,INSTITUTO BRITANICO,GUAYAS,GUAYAQUIL,AYACUCHO,Particular,Urbana,17,2009-2010,2025-2026
09H02018,ISABEL HERRERIA,GUAYAS,GUAYAQUIL,XIMENA,Fiscal,Urbana,17,2009-2010,2025-2026
09H03223,ISMAEL PEREZ PAZMIÃO,GUAYAS,DAULE,DAULE,Fiscal,Urbana,17,2009-2010,2025-2026
09H04979,JACINTO COLLAHUAZO,GUAYAS,SIMON BOLIVAR,CORONEL LORENZO DE GARAYCOA (PEDREGAL),Fiscal,Rural,6,2009-2010,2014-2015
09H00790,JARDIN ESC COLEGIO SAGRADA FAMILIA DE NAZARETH,GUAYAS,GUAYAQUIL,TARQUI,Particular,Urbana,17,2009-2010,2025-2026
09H01369,JARDIN ESCUELA COLEGIO ABARIS,GUAYAS,GUAYAQUIL,TARQUI,Particular,Urbana,17,2009-2010,2025-2026
09H03918,JORGE ICAZA,GUAYAS,EL EMPALME,GUAYAS (PUEBLO NUEVO),Fiscal,Rural,6,2009-2010,2014-2015
09H02703,JORGE YUNES HUESPED  5,GUAYAS,GUAYAQUIL,MORRO,Fiscal,Rural,17,2009-2010,2025-2026
09H04004,JOSE SANTOS RODRIGUEZ,GUAYAS,EL TRIUNFO,EL TRIUNFO,Fiscal,Urbana,17,2009-2010,2025-2026
09H04784,JOSE VALERIANO MORENO MORENO,GUAYAS,SANTA LUCIA,SANTA LUCIA,Particular,Urbana,6,2009-2010,2014-2015
09H05222,LAGO DEL SABER,GUAYAS,GUAYAQUIL,TARQUI,Particular,Urbana,6,2009-2010,2014-2015
09H02682,LAS MERCEDES,GUAYAS,GUAYAQUIL,CHONGON,Fiscal,Urbana,6,2009-2010,2014-2015
09H02022,LAS TRES MANUELAS,GUAYAS,GUAYAQUIL,XIMENA,Particular,Urbana,17,2009-2010,2025-2026
09H02129,LEONIDAS GARCIA ORTIZ,GUAYAS,GUAYAQUIL,XIMENA,Fiscal,Urbana,17,2009-2010,2025-2026
09H03082,LEOPOLDO BENITES  VINUEZA,GUAYAS,COLIMES,COLIMES,Fiscal,Urbana,17,2009-2010,2025-2026
09H02642,LOGOS,GUAYAS,GUAYAQUIL,CHONGON,Particular,Urbana,17,2009-2010,2025-2026
09H02809,LUIS CHIRIBOGA PARRA,GUAYAS,GUAYAQUIL,POSORJA,Particular,Rural,17,2009-2010,2025-2026
